Loan_ID,Disbursement_Date,Fiscal_Year,State,State_Tier,Sector,ITC_HS_Chapter,Enterprise_Size,Lending_Bank,Loan_Type,Loan_Amount_INR,Export_Turnover_INR,Turnover_Volatility_Pct,Destination_Country,Destination_Risk,NPA_History,IES_Eligible,Risk_Score,Risk_Tier,IES_Claimed
IES007207,2021-03-16,FY2020-21,Punjab,2,Marine Products,03,Medium,SIDBI,Export Bill Discounting,674293,3008749,47.7,Bangladesh,Medium,No,Yes,45,Medium,Yes
IES007208,2021-10-18,FY2021-22,Uttar Pradesh,2,Leather & Footwear,41-64,Medium,State Bank of India,Post-Shipment Credit,1524836,4062009,50.7,Germany,Low,No,Yes,28,Low,Yes
IES007209,2017-08-20,FY2017-18,Tamil Nadu,1,Plastics & Rubber,39-40,Small,Punjab National Bank,Packing Credit,2563986,11281410,24.5,USA,Low,No,Yes,23,Low,No
IES007210,2019-08-14,FY2019-20,West Bengal,2,Textiles & Apparel,50-63,Small,EXIM Bank of India,Pre-Shipment Credit,1298762,4597169,19.8,Bangladesh,Medium,No,Yes,33,Medium,Yes
IES007211,2017-12-03,FY2017-18,Andhra Pradesh,2,Chemicals & Pharma,28-30,Small,ICICI Bank,Export Factoring,4561622,20243537,27.7,Sri Lanka,Medium,No,Yes,25,Low,No
IES007212,2022-05-27,FY2022-23,Maharashtra,1,Electronic Components,85-90,Micro,Canara Bank,Post-Shipment Credit,1598749,6895262,50.7,Germany,Low,No,Yes,30,Medium,Yes
IES007213,2023-03-29,FY2022-23,Uttarakhand,3,Chemicals & Pharma,28-30,Micro,Canara Bank,Post-Shipment Credit,1537345,5272951,30.9,Iran,High,No,Yes,55,Medium,No
IES007214,2021-01-02,FY2020-21,Andhra Pradesh,2,Textiles & Apparel,50-63,Small,Canara Bank,Export Bill Discounting,793524,1418722,54.7,USA,Low,No,Yes,33,Medium,No
IES007215,2022-05-04,FY2022-23,Uttar Pradesh,2,Textiles & Apparel,50-63,Micro,Indian Bank,Packing Credit,848874,2847552,9.4,USA,Low,No,Yes,18,Low,Yes
IES007216,2017-03-19,FY2016-17,Tamil Nadu,1,Leather & Footwear,41-64,Micro,Axis Bank,Packing Credit,1080722,3226933,51.5,Singapore,Low,No,Yes,38,Medium,Yes
IES007217,2021-05-27,FY2021-22,Maharashtra,1,Electronic Components,85-90,Micro,Canara Bank,Export Factoring,2131856,6596183,39.9,USA,Low,No,Yes,30,Medium,No
IES007218,2019-04-19,FY2019-20,Madhya Pradesh,2,Plastics & Rubber,39-40,Small,State Bank of India,ECGC-backed Term Loan,2127441,5361210,8.2,South Africa,Medium,No,No,23,Low,No
IES007219,2021-03-05,FY2020-21,Rajasthan,2,Handicrafts,97,Small,HDFC Bank,Export Bill Discounting,804354,1220627,9.8,Nigeria,High,No,Yes,45,Medium,No
IES007220,2015-12-17,FY2015-16,Telangana,2,Handicrafts,97,Small,State Bank of India,Export Bill Discounting,471757,1001007,22.4,UAE,Low,No,Yes,30,Medium,Yes
IES007221,2017-12-14,FY2017-18,Uttar Pradesh,2,Marine Products,03,Micro,SIDBI,Packing Credit,215732,502343,48.5,South Africa,Medium,No,Yes,55,Medium,Yes
IES007222,2023-12-21,FY2023-24,Maharashtra,1,Agriculture & Food Products,01-24,Medium,Union Bank of India,Export Factoring,2653463,5134854,29.8,Others,Medium,No,Yes,45,Medium,No
IES007223,2018-07-13,FY2018-19,Uttar Pradesh,2,Leather & Footwear,41-64,Micro,SIDBI,ECGC-backed Term Loan,722860,2639607,26.6,Sri Lanka,Medium,Yes,No,73,High,No
IES007224,2017-02-02,FY2016-17,Punjab,2,Gems & Jewellery,71,Small,Axis Bank,Pre-Shipment Credit,8000837,12479677,37.3,UAE,Low,No,No,25,Low,No
IES007225,2023-08-30,FY2023-24,Gujarat,1,Marine Products,03,Micro,Axis Bank,Export Factoring,330119,952881,50.8,UAE,Low,No,Yes,45,Medium,Yes
IES007226,2023-03-09,FY2022-23,Uttar Pradesh,2,Gems & Jewellery,71,Medium,Bank of India,Export Factoring,17054897,36075447,28.1,Brazil,Medium,No,No,30,Medium,No
IES007227,2021-05-11,FY2021-22,Madhya Pradesh,2,Engineering Goods,84-85,Small,EXIM Bank of India,Post-Shipment Credit,6146257,24423551,43.0,Sri Lanka,Medium,No,Yes,35,Medium,Yes
IES007228,2017-01-20,FY2016-17,Maharashtra,1,Chemicals & Pharma,28-30,Micro,SIDBI,Export Bill Discounting,1714932,4452585,8.6,Others,Medium,No,Yes,20,Low,Yes
IES007229,2017-06-17,FY2017-18,Tamil Nadu,1,Chemicals & Pharma,28-30,Micro,Union Bank of India,Packing Credit,3043056,10980075,53.3,UAE,Low,No,Yes,30,Medium,No
IES007230,2017-04-20,FY2017-18,Karnataka,1,Agriculture & Food Products,01-24,Medium,SIDBI,ECGC-backed Term Loan,1459735,4176190,36.6,UAE,Low,No,No,35,Medium,No
IES007231,2022-04-28,FY2022-23,Jharkhand,3,Marine Products,03,Micro,HDFC Bank,Pre-Shipment Credit,268018,772858,32.2,Others,Medium,Yes,Yes,90,High,No
IES007232,2020-10-04,FY2020-21,Uttar Pradesh,2,Agriculture & Food Products,01-24,Medium,ICICI Bank,Export Factoring,1534646,6679161,23.3,UAE,Low,No,Yes,25,Low,Yes
IES007233,2023-01-10,FY2022-23,Gujarat,1,Leather & Footwear,41-64,Small,Bank of Baroda,Packing Credit,1311353,2920917,14.6,Germany,Low,Yes,Yes,48,Medium,No
IES007234,2023-09-27,FY2023-24,Haryana,2,Plastics & Rubber,39-40,Small,Bank of India,Pre-Shipment Credit,2023142,3894719,27.6,China,Medium,No,Yes,33,Medium,No
IES007235,2016-12-13,FY2016-17,Rajasthan,2,Agriculture & Food Products,01-24,Micro,ICICI Bank,Pre-Shipment Credit,460737,2057289,38.5,Iran,High,No,Yes,70,High,Yes
IES007236,2021-06-11,FY2021-22,Gujarat,1,Leather & Footwear,41-64,Small,Punjab National Bank,Pre-Shipment Credit,953086,3602053,11.0,Germany,Low,No,Yes,13,Low,Yes
IES007237,2022-05-11,FY2022-23,Tamil Nadu,1,Plastics & Rubber,39-40,Micro,Canara Bank,Pre-Shipment Credit,428291,1791238,14.1,Others,Medium,Yes,Yes,63,High,No
IES007238,2015-08-11,FY2015-16,Odisha,3,Textiles & Apparel,50-63,Micro,Punjab National Bank,Pre-Shipment Credit,830653,2389124,34.4,Sri Lanka,Medium,No,Yes,48,Medium,Yes
IES007239,2021-01-28,FY2020-21,Maharashtra,1,Engineering Goods,84-85,Medium,HDFC Bank,Pre-Shipment Credit,10722689,23529434,23.9,USA,Low,No,Yes,20,Low,No
IES007240,2016-09-02,FY2016-17,Karnataka,1,Leather & Footwear,41-64,Small,State Bank of India,Post-Shipment Credit,1272103,4930992,31.4,Bangladesh,Medium,No,Yes,43,Medium,Yes
IES007241,2018-11-28,FY2018-19,Telangana,2,Handicrafts,97,Micro,Indian Bank,Packing Credit,225797,849032,53.6,USA,Low,No,Yes,45,Medium,No
IES007242,2019-11-28,FY2019-20,Maharashtra,1,Textiles & Apparel,50-63,Micro,SIDBI,ECGC-backed Term Loan,962340,3234291,47.8,Others,Medium,No,No,48,Medium,No
IES007243,2022-03-28,FY2021-22,Andhra Pradesh,2,Chemicals & Pharma,28-30,Micro,Canara Bank,Packing Credit,918520,1417576,37.7,Others,Medium,No,Yes,40,Medium,Yes
IES007244,2017-04-27,FY2017-18,Assam,3,Leather & Footwear,41-64,Small,Bank of Baroda,Export Bill Discounting,1354063,4034195,44.1,UAE,Low,No,Yes,33,Medium,Yes
IES007245,2015-06-15,FY2015-16,Andhra Pradesh,2,Handicrafts,97,Micro,Canara Bank,Export Factoring,100000,236021,28.8,UK,Low,No,Yes,35,Medium,Yes
IES007246,2022-03-19,FY2021-22,Uttar Pradesh,2,Agriculture & Food Products,01-24,Micro,Axis Bank,Pre-Shipment Credit,469098,1932033,7.1,USA,Low,No,Yes,25,Low,Yes
IES007247,2021-08-06,FY2021-22,Uttar Pradesh,2,Gems & Jewellery,71,Small,ICICI Bank,ECGC-backed Term Loan,3286320,7128510,18.8,Germany,Low,No,No,15,Low,No
IES007248,2021-03-17,FY2020-21,Punjab,2,Textiles & Apparel,50-63,Micro,HDFC Bank,Export Factoring,936900,1546181,28.8,China,Medium,No,Yes,38,Medium,Yes
IES007249,2022-06-16,FY2022-23,Gujarat,1,Chemicals & Pharma,28-30,Small,Canara Bank,ECGC-backed Term Loan,3914709,10240050,15.0,Bangladesh,Medium,No,No,15,Low,No
IES007250,2022-09-11,FY2022-23,Tamil Nadu,1,Leather & Footwear,41-64,Micro,HDFC Bank,Pre-Shipment Credit,603616,1892070,53.7,Turkey,Medium,No,Yes,48,Medium,No
IES007251,2015-09-19,FY2015-16,West Bengal,2,Marine Products,03,Micro,Union Bank of India,Post-Shipment Credit,364397,1395911,41.9,UK,Low,No,Yes,45,Medium,Yes
IES007252,2015-12-01,FY2015-16,Maharashtra,1,Chemicals & Pharma,28-30,Small,Punjab National Bank,Export Factoring,6895351,28789513,15.2,Brazil,Medium,No,Yes,25,Low,Yes
IES007253,2016-03-19,FY2015-16,Uttar Pradesh,2,Textiles & Apparel,50-63,Small,ICICI Bank,Packing Credit,1547903,6691579,19.1,Singapore,Low,No,Yes,23,Low,Yes
IES007254,2019-03-19,FY2018-19,Karnataka,1,Engineering Goods,84-85,Micro,EXIM Bank of India,Export Bill Discounting,3170349,13570823,53.2,USA,Low,No,Yes,30,Medium,Yes
IES007255,2020-07-27,FY2020-21,Uttar Pradesh,2,Marine Products,03,Small,SIDBI,ECGC-backed Term Loan,587092,1741132,32.5,UAE,Low,No,No,40,Medium,No
IES007256,2022-06-15,FY2022-23,Gujarat,1,Gems & Jewellery,71,Medium,HDFC Bank,ECGC-backed Term Loan,15346112,54989337,53.4,Bangladesh,Medium,No,No,40,Medium,No
IES007257,2017-10-11,FY2017-18,Odisha,3,Agriculture & Food Products,01-24,Medium,Punjab National Bank,ECGC-backed Term Loan,1703654,4104056,9.9,Russia,High,No,No,40,Medium,No
IES007258,2022-01-31,FY2021-22,Gujarat,1,Engineering Goods,84-85,Medium,Bank of Baroda,Post-Shipment Credit,10720577,36807569,14.0,USA,Low,No,Yes,10,Low,Yes
IES007259,2018-09-07,FY2018-19,Andhra Pradesh,2,Engineering Goods,84-85,Small,HDFC Bank,Pre-Shipment Credit,5762298,14292037,33.3,USA,Low,No,Yes,25,Low,Yes
IES007260,2022-04-12,FY2022-23,Jharkhand,3,Gems & Jewellery,71,Micro,Union Bank of India,Packing Credit,3143380,8464173,8.7,USA,Low,No,No,10,Low,No
IES007261,2023-01-11,FY2022-23,Madhya Pradesh,2,Plastics & Rubber,39-40,Small,HDFC Bank,Packing Credit,1074792,4500265,21.2,Vietnam,Low,No,Yes,23,Low,Yes
IES007262,2021-01-18,FY2020-21,Punjab,2,Leather & Footwear,41-64,Small,State Bank of India,Export Bill Discounting,481507,1270082,44.1,USA,Low,No,Yes,33,Medium,No
IES007263,2015-09-15,FY2015-16,Maharashtra,1,Agriculture & Food Products,01-24,Micro,EXIM Bank of India,Export Factoring,581652,2536765,44.8,Sri Lanka,Medium,Yes,Yes,90,High,No
IES007264,2015-08-03,FY2015-16,Jharkhand,3,Plastics & Rubber,39-40,Medium,Canara Bank,Packing Credit,4123540,11227676,46.1,China,Medium,No,Yes,48,Medium,Yes
IES007265,2020-04-21,FY2020-21,Maharashtra,1,Electronic Components,85-90,Small,Bank of Baroda,Export Factoring,2050489,4939117,16.2,USA,Low,No,Yes,15,Low,Yes
IES007266,2016-11-23,FY2016-17,Uttar Pradesh,2,Gems & Jewellery,71,Small,Axis Bank,Export Factoring,6928116,13405758,14.2,USA,Low,No,No,5,Low,No
IES007267,2022-10-04,FY2022-23,West Bengal,2,Textiles & Apparel,50-63,Micro,Bank of India,Pre-Shipment Credit,1021371,4107411,14.2,Sri Lanka,Medium,No,Yes,28,Low,Yes
IES007268,2016-11-02,FY2016-17,Tamil Nadu,1,Leather & Footwear,41-64,Micro,Axis Bank,Export Factoring,798116,3356094,30.3,South Africa,Medium,No,Yes,48,Medium,Yes
IES007269,2022-04-01,FY2022-23,Maharashtra,1,Marine Products,03,Small,Bank of Baroda,Export Factoring,758260,1840964,8.0,UAE,Low,No,Yes,20,Low,Yes
IES007270,2024-03-17,FY2023-24,Odisha,3,Marine Products,03,Small,HDFC Bank,Pre-Shipment Credit,860887,1900909,18.3,Nigeria,High,No,Yes,55,Medium,Yes
IES007271,2018-02-19,FY2017-18,Telangana,2,Leather & Footwear,41-64,Small,HDFC Bank,Export Bill Discounting,1716036,6998119,24.4,USA,Low,No,Yes,23,Low,Yes
IES007272,2023-10-26,FY2023-24,Madhya Pradesh,2,Textiles & Apparel,50-63,Micro,ICICI Bank,Export Bill Discounting,726899,2999806,22.0,UK,Low,No,Yes,28,Low,Yes
IES007273,2016-02-12,FY2015-16,Gujarat,1,Chemicals & Pharma,28-30,Micro,SIDBI,Export Bill Discounting,1422975,4735759,23.4,USA,Low,Yes,Yes,55,Medium,No
IES007274,2021-12-06,FY2021-22,Gujarat,1,Handicrafts,97,Small,Bank of Baroda,Export Factoring,283448,997363,16.8,UAE,Low,No,Yes,30,Medium,No
IES007275,2015-07-02,FY2015-16,Haryana,2,Chemicals & Pharma,28-30,Small,Union Bank of India,ECGC-backed Term Loan,2466454,7072816,32.9,China,Medium,No,No,35,Medium,No
IES007276,2017-11-10,FY2017-18,Tamil Nadu,1,Electronic Components,85-90,Medium,Bank of India,Post-Shipment Credit,19774199,70369947,16.9,Egypt,High,No,Yes,45,Medium,Yes
IES007277,2016-09-25,FY2016-17,Maharashtra,1,Chemicals & Pharma,28-30,Small,SIDBI,Export Bill Discounting,4355976,9593138,53.7,USA,Low,No,Yes,25,Low,Yes
IES007278,2022-11-23,FY2022-23,Gujarat,1,Chemicals & Pharma,28-30,Micro,ICICI Bank,Post-Shipment Credit,2480597,8668175,27.6,UK,Low,No,Yes,20,Low,Yes
IES007279,2017-07-23,FY2017-18,Maharashtra,1,Leather & Footwear,41-64,Micro,EXIM Bank of India,Post-Shipment Credit,681587,1359307,26.5,USA,Low,Yes,Yes,63,High,No
IES007280,2017-01-02,FY2016-17,Punjab,2,Chemicals & Pharma,28-30,Small,Union Bank of India,Pre-Shipment Credit,2377493,6481372,41.0,Iran,High,No,Yes,50,Medium,No
IES007281,2024-03-02,FY2023-24,Maharashtra,1,Textiles & Apparel,50-63,Micro,Canara Bank,Pre-Shipment Credit,1261779,3127189,27.2,China,Medium,No,Yes,38,Medium,No
IES007282,2021-09-27,FY2021-22,Chhattisgarh,3,Textiles & Apparel,50-63,Medium,State Bank of India,Packing Credit,3056277,11665879,36.3,USA,Low,No,Yes,28,Low,Yes
IES007283,2015-09-26,FY2015-16,Andhra Pradesh,2,Engineering Goods,84-85,Micro,Axis Bank,Pre-Shipment Credit,1524015,3684093,34.7,Bangladesh,Medium,No,Yes,40,Medium,Yes
IES007284,2020-12-15,FY2020-21,Maharashtra,1,Agriculture & Food Products,01-24,Micro,Bank of Baroda,ECGC-backed Term Loan,193894,484322,41.3,China,Medium,No,No,55,Medium,No
IES007285,2020-04-12,FY2020-21,West Bengal,2,Gems & Jewellery,71,Medium,Canara Bank,ECGC-backed Term Loan,7192235,17482926,16.1,USA,Low,Yes,No,45,Medium,No
IES007286,2016-05-29,FY2016-17,Bihar,3,Handicrafts,97,Medium,EXIM Bank of India,Pre-Shipment Credit,1123144,2999849,30.8,Germany,Low,No,Yes,45,Medium,Yes
IES007287,2015-07-09,FY2015-16,Rajasthan,2,Electronic Components,85-90,Micro,ICICI Bank,Pre-Shipment Credit,4619831,9551572,52.3,Singapore,Low,No,Yes,30,Medium,Yes
IES007288,2018-12-09,FY2018-19,Jharkhand,3,Textiles & Apparel,50-63,Micro,State Bank of India,Export Bill Discounting,1050929,2657311,20.0,China,Medium,No,Yes,38,Medium,Yes
IES007289,2023-12-13,FY2023-24,Telangana,2,Textiles & Apparel,50-63,Micro,EXIM Bank of India,Packing Credit,1502649,3960104,42.3,Sri Lanka,Medium,No,Yes,48,Medium,Yes
IES007290,2020-01-02,FY2019-20,Andhra Pradesh,2,Agriculture & Food Products,01-24,Small,Bank of Baroda,Post-Shipment Credit,1221791,5071908,43.3,Russia,High,No,Yes,65,High,No
IES007291,2017-09-02,FY2017-18,Jharkhand,3,Marine Products,03,Micro,Axis Bank,ECGC-backed Term Loan,521363,1970787,54.0,China,Medium,No,No,55,Medium,No
IES007292,2019-03-16,FY2018-19,Gujarat,1,Gems & Jewellery,71,Medium,State Bank of India,Export Factoring,24399676,68156558,8.4,Singapore,Low,No,No,10,Low,No
IES007293,2023-07-08,FY2023-24,Tamil Nadu,1,Plastics & Rubber,39-40,Medium,Indian Bank,Packing Credit,3145222,7494281,34.3,USA,Low,No,Yes,38,Medium,Yes
IES007294,2020-12-27,FY2020-21,Jharkhand,3,Handicrafts,97,Micro,Bank of Baroda,Export Factoring,163462,397027,39.3,Bangladesh,Medium,No,Yes,55,Medium,Yes
IES007295,2015-11-13,FY2015-16,Haryana,2,Agriculture & Food Products,01-24,Medium,SIDBI,Post-Shipment Credit,1778049,7468541,9.0,Singapore,Low,No,Yes,15,Low,Yes
IES007296,2021-05-23,FY2021-22,Chhattisgarh,3,Gems & Jewellery,71,Micro,State Bank of India,Post-Shipment Credit,4570963,18376823,46.4,USA,Low,No,No,30,Medium,No
IES007297,2020-07-29,FY2020-21,Rajasthan,2,Handicrafts,97,Micro,ICICI Bank,Pre-Shipment Credit,110142,266024,45.6,USA,Low,No,Yes,45,Medium,Yes
IES007298,2015-04-05,FY2015-16,Andhra Pradesh,2,Handicrafts,97,Small,Bank of Baroda,Packing Credit,312254,1247442,21.5,UK,Low,Yes,Yes,65,High,No
IES007299,2023-09-10,FY2023-24,Gujarat,1,Marine Products,03,Micro,State Bank of India,ECGC-backed Term Loan,306424,890571,54.9,UK,Low,No,No,45,Medium,No
IES007300,2016-08-11,FY2016-17,Tamil Nadu,1,Gems & Jewellery,71,Micro,Axis Bank,Export Bill Discounting,3713994,7340773,52.4,UAE,Low,No,No,30,Medium,No
IES007301,2017-10-22,FY2017-18,Karnataka,1,Plastics & Rubber,39-40,Micro,Axis Bank,Export Bill Discounting,681842,1057265,41.2,Sri Lanka,Medium,No,Yes,48,Medium,Yes
IES007302,2018-12-30,FY2018-19,Odisha,3,Leather & Footwear,41-64,Small,Bank of India,Export Factoring,1126521,3866540,13.9,USA,Low,No,Yes,13,Low,Yes
IES007303,2020-07-02,FY2020-21,Rajasthan,2,Electronic Components,85-90,Medium,HDFC Bank,Packing Credit,6700342,12764062,26.1,USA,Low,No,Yes,10,Low,Yes
IES007304,2024-02-11,FY2023-24,Punjab,2,Plastics & Rubber,39-40,Micro,SIDBI,Pre-Shipment Credit,1242211,2202327,18.2,USA,Low,No,Yes,28,Low,Yes
IES007305,2022-12-13,FY2022-23,Karnataka,1,Handicrafts,97,Small,Axis Bank,Packing Credit,691867,2682815,27.1,Singapore,Low,No,Yes,30,Medium,No
IES007306,2018-01-18,FY2017-18,Haryana,2,Engineering Goods,84-85,Micro,HDFC Bank,Packing Credit,2011669,7390319,33.4,Bangladesh,Medium,No,Yes,40,Medium,Yes
IES007307,2016-02-05,FY2015-16,Punjab,2,Plastics & Rubber,39-40,Micro,Indian Bank,Export Bill Discounting,1165305,4137412,36.0,Russia,High,No,Yes,63,High,Yes
IES007308,2022-03-08,FY2021-22,Karnataka,1,Agriculture & Food Products,01-24,Small,State Bank of India,Packing Credit,600388,2013621,39.1,Turkey,Medium,Yes,Yes,85,High,No
IES007309,2017-10-04,FY2017-18,Andhra Pradesh,2,Chemicals & Pharma,28-30,Small,ICICI Bank,Export Factoring,5352553,10635113,49.2,Egypt,High,No,Yes,50,Medium,Yes
IES007310,2015-11-13,FY2015-16,West Bengal,2,Gems & Jewellery,71,Micro,Axis Bank,Pre-Shipment Credit,2923330,7386803,11.3,Turkey,Medium,No,No,20,Low,No
IES007311,2016-10-28,FY2016-17,Bihar,3,Textiles & Apparel,50-63,Medium,Canara Bank,Post-Shipment Credit,2299722,9075850,26.5,Singapore,Low,No,Yes,18,Low,Yes
IES007312,2018-04-17,FY2018-19,Rajasthan,2,Engineering Goods,84-85,Small,Union Bank of India,Post-Shipment Credit,7727804,27091266,20.4,UK,Low,No,Yes,15,Low,Yes
IES007313,2020-06-03,FY2020-21,Haryana,2,Handicrafts,97,Micro,Punjab National Bank,Packing Credit,140020,464925,37.8,Others,Medium,No,Yes,55,Medium,No
IES007314,2020-04-24,FY2020-21,Gujarat,1,Textiles & Apparel,50-63,Micro,HDFC Bank,ECGC-backed Term Loan,424860,1374260,54.4,UAE,Low,No,No,38,Medium,No
IES007315,2022-06-01,FY2022-23,Haryana,2,Plastics & Rubber,39-40,Micro,Union Bank of India,Packing Credit,944695,1751275,8.1,UK,Low,No,Yes,18,Low,Yes
IES007316,2015-04-06,FY2015-16,Uttar Pradesh,2,Handicrafts,97,Micro,ICICI Bank,Post-Shipment Credit,240861,586010,11.8,Singapore,Low,No,Yes,25,Low,Yes
IES007317,2017-04-18,FY2017-18,Gujarat,1,Textiles & Apparel,50-63,Medium,Canara Bank,Packing Credit,8573473,27650663,42.3,Iran,High,No,Yes,63,High,No
IES007318,2022-03-17,FY2021-22,Uttar Pradesh,2,Agriculture & Food Products,01-24,Small,HDFC Bank,Export Bill Discounting,2086699,9210666,48.9,Brazil,Medium,Yes,Yes,95,High,No
IES007319,2023-11-08,FY2023-24,Odisha,3,Marine Products,03,Micro,State Bank of India,Pre-Shipment Credit,393164,891487,13.8,USA,Low,No,Yes,25,Low,Yes
IES007320,2020-12-20,FY2020-21,Karnataka,1,Electronic Components,85-90,Medium,Bank of India,Post-Shipment Credit,6402226,20065694,32.7,UAE,Low,No,Yes,20,Low,Yes
IES007321,2020-05-26,FY2020-21,Maharashtra,1,Handicrafts,97,Micro,HDFC Bank,Export Factoring,216197,799657,6.0,USA,Low,No,Yes,25,Low,Yes
IES007322,2022-05-07,FY2022-23,Odisha,3,Engineering Goods,84-85,Small,Union Bank of India,ECGC-backed Term Loan,3240834,8709006,49.5,China,Medium,No,No,35,Medium,No
IES007323,2016-12-04,FY2016-17,Assam,3,Agriculture & Food Products,01-24,Small,ICICI Bank,Pre-Shipment Credit,440566,996132,17.2,Singapore,Low,No,Yes,30,Medium,No
IES007324,2018-11-25,FY2018-19,Madhya Pradesh,2,Engineering Goods,84-85,Small,Indian Bank,ECGC-backed Term Loan,5340566,9609302,45.9,Germany,Low,No,No,25,Low,No
IES007325,2020-09-22,FY2020-21,West Bengal,2,Marine Products,03,Micro,Punjab National Bank,Export Factoring,254214,416155,44.1,UK,Low,No,Yes,45,Medium,No
IES007326,2023-06-21,FY2023-24,Madhya Pradesh,2,Plastics & Rubber,39-40,Medium,State Bank of India,Export Factoring,3270764,5291608,20.4,UAE,Low,No,Yes,28,Low,Yes
IES007327,2019-07-16,FY2019-20,Tamil Nadu,1,Chemicals & Pharma,28-30,Small,ICICI Bank,Export Bill Discounting,1996788,4686088,18.8,Turkey,Medium,No,Yes,25,Low,Yes
IES007328,2016-04-29,FY2016-17,Uttar Pradesh,2,Marine Products,03,Micro,EXIM Bank of India,Packing Credit,663974,2585097,53.7,USA,Low,No,Yes,45,Medium,Yes
IES007329,2015-07-09,FY2015-16,Madhya Pradesh,2,Handicrafts,97,Micro,SIDBI,Export Factoring,200558,322837,43.0,USA,Low,Yes,Yes,80,High,No
IES007330,2022-07-14,FY2022-23,Rajasthan,2,Plastics & Rubber,39-40,Micro,Punjab National Bank,Post-Shipment Credit,779862,2462109,44.2,UK,Low,No,Yes,38,Medium,Yes
IES007331,2022-01-30,FY2021-22,Rajasthan,2,Handicrafts,97,Micro,Indian Bank,Post-Shipment Credit,249648,1037904,44.4,China,Medium,No,Yes,55,Medium,Yes
IES007332,2017-02-07,FY2016-17,Telangana,2,Leather & Footwear,41-64,Small,ICICI Bank,Packing Credit,1373867,4019340,20.4,UAE,Low,No,Yes,23,Low,Yes
IES007333,2018-05-23,FY2018-19,Maharashtra,1,Electronic Components,85-90,Micro,SIDBI,Post-Shipment Credit,4490952,14958582,14.3,Bangladesh,Medium,No,Yes,20,Low,No
IES007334,2020-12-09,FY2020-21,Maharashtra,1,Chemicals & Pharma,28-30,Micro,EXIM Bank of India,Post-Shipment Credit,5146549,17842363,27.8,Sri Lanka,Medium,No,Yes,30,Medium,No
IES007335,2021-12-28,FY2021-22,Gujarat,1,Plastics & Rubber,39-40,Medium,SIDBI,Export Bill Discounting,1869718,5241164,15.5,Vietnam,Low,No,Yes,18,Low,Yes
IES007336,2019-07-04,FY2019-20,Punjab,2,Electronic Components,85-90,Medium,State Bank of India,Post-Shipment Credit,15660709,64614761,29.4,USA,Low,No,Yes,20,Low,No
IES007337,2018-11-04,FY2018-19,Tamil Nadu,1,Plastics & Rubber,39-40,Medium,Bank of Baroda,Post-Shipment Credit,2603029,11632276,31.7,Singapore,Low,No,Yes,28,Low,Yes
IES007338,2023-11-15,FY2023-24,Karnataka,1,Gems & Jewellery,71,Medium,EXIM Bank of India,Packing Credit,21284051,50377879,37.9,USA,Low,No,No,30,Medium,No
IES007339,2017-06-02,FY2017-18,West Bengal,2,Textiles & Apparel,50-63,Micro,Axis Bank,Pre-Shipment Credit,1302812,3158938,54.4,Brazil,Medium,No,Yes,48,Medium,Yes
IES007340,2019-01-28,FY2018-19,Haryana,2,Engineering Goods,84-85,Small,ICICI Bank,Post-Shipment Credit,3957964,13122369,47.2,USA,Low,No,Yes,25,Low,Yes
IES007341,2017-04-09,FY2017-18,Uttar Pradesh,2,Textiles & Apparel,50-63,Micro,Indian Bank,Pre-Shipment Credit,911633,3384402,37.8,Sri Lanka,Medium,No,Yes,48,Medium,No
IES007342,2018-07-06,FY2018-19,Karnataka,1,Handicrafts,97,Medium,Axis Bank,Export Bill Discounting,926077,1928767,22.8,Nigeria,High,No,Yes,60,High,Yes
IES007343,2023-07-15,FY2023-24,Karnataka,1,Marine Products,03,Micro,HDFC Bank,Post-Shipment Credit,564203,1429523,20.5,UAE,Low,No,Yes,35,Medium,Yes
IES007344,2020-10-05,FY2020-21,Tamil Nadu,1,Plastics & Rubber,39-40,Medium,HDFC Bank,Post-Shipment Credit,1470836,3121310,25.5,Bangladesh,Medium,No,Yes,28,Low,Yes
IES007345,2016-06-29,FY2016-17,Odisha,3,Textiles & Apparel,50-63,Micro,Bank of Baroda,Packing Credit,474867,1041838,36.8,Singapore,Low,No,Yes,38,Medium,Yes
IES007346,2019-08-18,FY2019-20,Tamil Nadu,1,Handicrafts,97,Medium,SIDBI,Post-Shipment Credit,731874,2602971,28.4,USA,Low,No,Yes,25,Low,Yes
IES007347,2015-09-06,FY2015-16,Gujarat,1,Agriculture & Food Products,01-24,Micro,Bank of India,ECGC-backed Term Loan,442321,1477786,27.5,Others,Medium,No,No,45,Medium,No
IES007348,2016-06-24,FY2016-17,Maharashtra,1,Marine Products,03,Small,Bank of Baroda,Packing Credit,879347,2168152,8.9,UAE,Low,No,Yes,20,Low,Yes
IES007349,2023-07-02,FY2023-24,Tamil Nadu,1,Leather & Footwear,41-64,Small,Axis Bank,Packing Credit,2245226,3482557,34.1,China,Medium,No,Yes,43,Medium,Yes
IES007350,2020-07-11,FY2020-21,Maharashtra,1,Electronic Components,85-90,Small,ICICI Bank,Post-Shipment Credit,3610862,14957332,15.9,Bangladesh,Medium,No,Yes,25,Low,Yes
IES007351,2021-02-05,FY2020-21,Rajasthan,2,Agriculture & Food Products,01-24,Small,Punjab National Bank,Pre-Shipment Credit,808208,1830800,14.6,Singapore,Low,No,Yes,20,Low,Yes
